ETF_ID,NAME,THEME,ASSET_TYPE,RISK_LEVEL,EXPENSE_LEVEL
KR0000399110,SOL 미국S&P500ESG,해외주식(미국),ETF,3,mid
KR00000086B0,TIGER 리츠부동산인프라TOP10액티브,해외주식,ETF,3,high
KR0000471760,TIGER AI반도체핵심공정,해외주식,ETF,3,mid
KR0000143850,TIGER 미국S&P500선물(H),해외주식(미국),ETF,3,high
KR0000492500,1Q 현대차그룹채권(A+이상)&국고통안,단기자금/MMF,ETF,1,mid
KR0000401170,RISE 메타버스,해외주식,ETF,3,mid
KR0000329660,KODEX TRF5050,단기자금/MMF,ETF,1,mid
KR00000135Y0,ITF 중기종합채권(AA-이상)액티브,채권/금리,ETF,1,mid
KR00000115D0,KODEX K조선TOP10,해외주식,ETF,3,mid
KR0000411420,KODEX 미국나스닥AI테크액티브,해외주식(미국),ETF,3,high
KR00000091M0,HANARO 27-06 회사채(AA-이상)액티브,채권/금리,ETF,1,mid
KR0000308620,KODEX 미국10년국채선물,채권/금리,ETF,1,high
KR0000476750,ACE 미국30년국채엔화노출액티브(H),채권/금리,ETF,1,mid
KR0000328370,PLUS 코스피TR,국내주식,ETF,2,mid
KR0000480040,ACE 미국반도체데일리타겟커버드콜(합성),해외주식(미국),ETF,3,mid
KR00000066W0,SOL 국제금,원자재,ETF,3,mid
KR0000490480,SOL K방산,해외주식,ETF,3,mid
KR0000228800,TIGER 여행레저,해외주식,ETF,3,mid
KR0000332500,ACE 200TR,국내주식,ETF,2,mid
KR0000473440,ACE 11월만기자동연장회사채AA-이상액티브,채권/금리,ETF,1,mid
KR0000433980,KODEX TDF2040액티브,단기자금/MMF,ETF,1,high
KR00000098N0,PLUS 자사주매입고배당주,해외주식,ETF,3,mid
KR00000008T0,SOL 화장품TOP3플러스,해외주식,ETF,3,mid
KR0000269540,PLUS 미국S&P500(H),해외주식(미국),ETF,3,mid
KR00000098F0,KODEX K원자력SMR,해외주식,ETF,3,mid
KR0000367760,RISE 네트워크인프라,해외주식,ETF,3,mid
KR0000233160,TIGER 코스닥150 레버리지,파생(인버스),ETF,4,high
KR0000401470,KODEX 메타버스액티브,해외주식,ETF,3,high
KR0000485690,RISE 미국AI밸류체인TOP3Plus,해외주식(미국),ETF,3,mid
KR0000195980,PLUS 신흥국MSCI(합성 H),해외주식(미국),ETF,3,mid
KR0000423170,SOL 한국형글로벌반도체액티브,해외주식(미국),ETF,3,mid
KR00000069M0,1Q 미국나스닥100,해외주식(미국),ETF,3,mid
KR0000326240,RISE IT플러스,해외주식,ETF,3,mid
KR0000421320,PLUS 우주항공&UAM,해외주식,ETF,3,mid
KR0000454320,HANARO CAPEX설비투자iSelect,해외주식,ETF,3,mid
KR0000461500,HANARO 종합채권(AA-이상)액티브,채권/금리,ETF,1,mid
KR0000261220,KODEX WTI원유선물(H),원자재,ETF,3,high
KR0000453330,RISE 미국S&P500(H),해외주식(미국),ETF,3,mid
KR00000089C0,KODEX 미국S&P500변동성확대시커버드콜,해외주식(미국),ETF,3,low
KR0000442570,RISE TDF2050액티브,단기자금/MMF,ETF,1,mid
KR0000329670,KODEX TRF7030,단기자금/MMF,ETF,1,mid
KR0000243880,TIGER 200IT레버리지,해외주식,ETF,3,high
KR0000363580,KODEX 200IT TR,해외주식,ETF,3,low
KR0000491820,HANARO 전력설비투자,해외주식,ETF,3,mid
KR0000494220,UNICORN SK하이닉스밸류체인액티브,해외주식,ETF,3,mid
KR0000496090,KIWOOM 코리아밸류업,국내주식,ETF,2,mid
KR0000469170,ACE 포스코그룹포커스,해외주식,ETF,3,mid
KR0000495230,KoAct 코리아밸류업액티브,국내주식,ETF,2,mid
KR0000152380,KODEX 국채선물10년,채권/금리,ETF,1,high
KR0000476070,KODEX 글로벌비만치료제TOP2 Plus,해외주식(미국),ETF,3,mid
KR0000460960,ACE 글로벌인컴TOP10,단기자금/MMF,ETF,1,mid
KR0000475280,ACE 8월만기자동연장회사채AA-이상액티브,채권/금리,ETF,1,mid
KR00000082V0,KODEX TDF2060액티브,단기자금/MMF,ETF,1,high
KR0000473640,HANARO 글로벌금채굴기업,해외주식(미국),ETF,3,mid
KR0000359210,KODEX 코스피TR,국내주식,ETF,2,low
KR00000132H0,KODEX 미국원자력SMR,해외주식(미국),ETF,3,mid
KR0000304780,HANARO 200선물레버리지,파생(인버스),ETF,4,mid
KR0000365000,TIGER 인터넷TOP10,해외주식,ETF,3,mid
KR0000395290,HANARO Fn K-POP&미디어,해외주식,ETF,3,mid
KR0000449770,KIWOOM 미국S&P500,해외주식(미국),ETF,3,mid
KR0000448630,RISE 삼성그룹Top3채권혼합,단기자금/MMF,ETF,1,mid
KR00000049M0,ACE 미국배당퀄리티+커버드콜액티브,해외주식(미국),ETF,3,mid
KR0000261240,KODEX 미국달러선물,단기자금/MMF,ETF,1,high
KR0000447430,ACE 주주환원가치주액티브,해외주식,ETF,3,mid
KR0000433970,KODEX TDF2030액티브,단기자금/MMF,ETF,1,high
KR0000465350,RISE 2차전지TOP10인버스(합성),파생(인버스),ETF,4,mid
KR00000026E0,KODEX 미국S&P500버퍼3월액티브,해외주식(미국),ETF,3,high
KR0000377990,TIGER Fn신재생에너지,해외주식,ETF,3,mid
KR0000456680,TIGER 차이나전기차레버리지(합성),해외주식(미국),ETF,3,high
KR0000495550,SOL 코리아밸류업TR,국내주식,ETF,2,mid
KR0000150460,TIGER 중국소비테마,해외주식,ETF,3,mid
KR00000118S0,SOL 미국넥스트테크TOP10액티브,해외주식(미국),ETF,3,mid
KR0000476030,SOL 미국나스닥100,해외주식(미국),ETF,3,mid
KR0000371470,TIGER 차이나바이오테크SOLACTIVE,해외주식(미국),ETF,3,high
KR0000275980,TIGER 글로벌4차산업혁신기술(합성 H),해외주식(미국),ETF,3,mid
KR0000448100,WON 200,국내주식,ETF,2,mid
KR00000015B0,KoAct 미국나스닥성장기업액티브,해외주식(미국),ETF,3,mid
KR0000475350,RISE 버크셔포트폴리오TOP10,해외주식(미국),ETF,3,mid
KR0000400970,TIGER Fn메타버스,해외주식,ETF,3,mid
KR0000445150,KODEX 친환경조선해운액티브,해외주식,ETF,3,high
KR0000261270,KODEX 미국달러선물인버스,단기자금/MMF,ETF,1,high
KR0000174360,RISE 중국본토대형주CSI100,해외주식(미국),ETF,3,mid
KR0000473590,ACE 미국주식베스트셀러,해외주식(미국),ETF,3,mid
KR00000017Y0,1Q 종합채권(AA-이상)액티브,채권/금리,ETF,1,mid
KR0000332940,HANARO MSCI Korea TR,국내주식,ETF,2,mid
KR0000108450,ACE 삼성그룹섹터가중,해외주식,ETF,3,mid
KR00000041D0,KODEX 미국AI소프트웨어TOP10,해외주식(미국),ETF,3,mid
KR00000085P0,ACE 미국10년국채액티브,채권/금리,ETF,1,mid
KR0000419890,KIWOOM 단기채권ESG액티브,채권/금리,ETF,1,mid
KR0000426150,WON 대한민국국고채액티브,채권/금리,ETF,1,mid
KR0000453080,KIWOOM 미국나스닥100(H),해외주식(미국),ETF,3,mid
KR0000488720,WON 종합채권(AA-이상)액티브,단기자금/MMF,ETF,1,mid
KR0000452250,ACE 미국30년국채선물레버리지(합성 H),채권/금리,ETF,1,mid
KR0000463680,KODEX 미국S&P500테크놀로지,해외주식(미국),ETF,3,low
KR0000272910,ACE 중장기국공채액티브,채권/금리,ETF,1,mid
KR0000210780,TIGER 코스피고배당,해외주식,ETF,3,low
KR0000440640,ACE 단기채권알파액티브,채권/금리,ETF,1,mid
KR0000225040,TIGER 미국S&P500레버리지(합성 H),해외주식(미국),ETF,3,high
KR00000092B0,SOL 한국원자력SMR,해외주식,ETF,3,mid
KR0000261070,TIGER 코스닥150바이오테크,해외주식,ETF,3,low
KR0000453640,KODEX 미국S&P500헬스케어,해외주식(미국),ETF,3,low
KR0000491700,HK 200,국내주식,ETF,2,mid
KR0000458750,TIGER 미국배당다우존스타겟커버드콜1호,해외주식(미국),ETF,3,mid
KR0000292560,TIGER 일본엔선물,단기자금/MMF,ETF,1,high
KR0000495330,1Q 코리아밸류업,국내주식,ETF,2,mid
KR00000018C0,PLUS 고배당주위클리고정커버드콜,해외주식,ETF,3,mid
KR00000035T0,PLUS 글로벌휴머노이드로봇액티브,단기자금/MMF,ETF,1,mid
KR0000337160,KODEX 200ESG,해외주식,ETF,3,low
KR0000139280,TIGER 경기방어,해외주식,ETF,3,mid
KR0000458030,WON 국공채머니마켓액티브,채권/금리,ETF,1,mid
KR00000067V0,TIGER 차이나글로벌리더스TOP3+,해외주식(미국),ETF,3,mid
KR0000476690,TIGER 글로벌비만치료제TOP2Plus,해외주식(미국),ETF,3,mid
KR00000007G0,PLUS 글로벌원자력밸류체인,해외주식(미국),ETF,3,mid
KR00000123S0,HANARO 26-12 은행채(AA+이상)액티브,해외주식,ETF,3,mid
KR00000007N0,아이엠에셋 200,국내주식,ETF,2,mid
KR0000211560,TIGER 배당성장,해외주식,ETF,3,mid
KR0000211900,KODEX 코리아배당성장,해외주식,ETF,3,mid
KR00000022T0,SOL 국제금커버드콜액티브,해외주식(미국),ETF,3,mid
KR00000100K0,KODEX K방산TOP10레버리지,해외주식,ETF,3,high
KR0000472830,RISE 미국30년국채커버드콜(합성),채권/금리,ETF,1,mid
KR00000000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),단기자금/MMF,ETF,1,mid
KR00000101N0,RISE AI전력인프라,해외주식,ETF,3,mid
KR0000395170,KODEX Top10동일가중,해외주식,ETF,3,mid
KR0000407830,에셋플러스 글로벌플랫폼액티브,해외주식(미국),ETF,3,mid
KR0000139660,KIWOOM 미국달러선물인버스,단기자금/MMF,ETF,1,mid
KR0000364990,TIGER 게임TOP10,해외주식,ETF,3,mid
KR00000113D0,TIMEFOLIO 글로벌탑픽액티브,해외주식(미국),ETF,3,mid
KR0000444490,WON 미국S&P500,해외주식(미국),ETF,3,mid
KR0000295020,RISE 국채선물10년인버스,채권/금리,ETF,1,mid
KR00000068M0,KODEX 미국S&P500버퍼6월액티브,해외주식(미국),ETF,3,high
KR0000415920,PLUS 글로벌희토류&전략자원생산기업,원자재,ETF,3,mid
KR0000266360,KODEX K콘텐츠,해외주식,ETF,3,mid
KR0000322400,HANARO e커머스,해외주식,ETF,3,mid
KR0000494330,ACE 라이프자산주주가치액티브,해외주식,ETF,3,mid
KR0000480310,TIGER 글로벌온디바이스AI,해외주식(미국),ETF,3,mid
KR0000465330,RISE 2차전지TOP10,해외주식,ETF,3,mid
KR0000464470,PLUS 미국채30년액티브,채권/금리,ETF,1,mid
KR0000138520,TIGER 삼성그룹펀더멘털,해외주식,ETF,3,mid
KR0000252710,TIGER 200선물인버스2X,파생(인버스),ETF,4,high
KR0000278620,PLUS 단기채권액티브,채권/금리,ETF,1,mid
KR0000455960,RISE 미국달러SOFR금리액티브(합성),채권/금리,ETF,1,mid
KR0000479850,HANARO K-뷰티,해외주식,ETF,3,mid
KR00000083S0,1Q 미국메디컬AI,해외주식(미국),ETF,3,mid
KR0000252400,RISE 200선물레버리지,파생(인버스),ETF,4,mid
KR0000461460,PLUS 국고채10년액티브,채권/금리,ETF,1,mid
KR00000113P0,HK 머니마켓액티브,채권/금리,ETF,1,mid
KR0000461600,SOL 미국30년국채액티브(H),채권/금리,ETF,1,mid
KR0000352540,KODEX 일본부동산리츠(H),단기자금/MMF,ETF,1,mid
KR0000140700,KODEX 보험,해외주식,ETF,3,mid
KR0000486240,DAISHIN343 AI반도체&인프라액티브,해외주식,ETF,3,mid
KR00000020H0,KoAct 글로벌양자컴퓨팅액티브,해외주식(미국),ETF,3,mid
KR0000410870,TIMEFOLIO K컬처액티브,해외주식,ETF,3,mid
KR00000093A0,RISE AI반도체TOP10,해외주식,ETF,3,mid
KR00000057H0,PLUS 미국S&P500미국채혼합50액티브,단기자금/MMF,ETF,1,mid
KR0000496770,PLUS 글로벌방산,해외주식(미국),ETF,3,mid
KR0000138910,KODEX 구리선물(H),원자재,ETF,3,high
KR0000298770,KODEX 한국대만IT프리미어,해외주식(미국),ETF,3,mid
KR0000486830,HANARO 머니마켓액티브,채권/금리,ETF,1,mid
KR00000041E0,KODEX 미국S&P500액티브,해외주식(미국),ETF,3,high
KR0000354500,ACE 코스닥150,국내주식,ETF,2,mid
KR00000104N0,TIGER 200타겟위클리커버드콜,해외주식,ETF,3,low
KR0000475260,ACE 2월만기자동연장회사채AA-이상액티브,채권/금리,ETF,1,mid
KR0000495060,TIMEFOLIO 코리아밸류업액티브,국내주식,ETF,2,mid
KR00000065G0,KODEX 차이나테크TOP10,해외주식(미국),ETF,3,mid
KR0000495040,PLUS 코리아밸류업,국내주식,ETF,2,mid
KR00000093D0,KoAct 팔란티어밸류체인액티브,단기자금/MMF,ETF,1,mid
KR0000434960,DAISHIN343 K200,국내주식,ETF,2,mid
KR0000245360,TIGER 차이나HSCEI,해외주식(미국),ETF,3,mid
KR0000122090,PLUS 코스피50,국내주식,ETF,2,mid
KR0000461340,HANARO 글로벌생성형AI액티브,해외주식(미국),ETF,3,mid
KR00000080X0,SOL 미국S&P500미국채혼합50,단기자금/MMF,ETF,1,mid
KR0000440910,WON 미국우주항공방산,해외주식(미국),ETF,3,mid
KR0000256750,KODEX 차이나심천ChiNext(합성),해외주식(미국),ETF,3,mid
KR0000099140,KODEX 차이나H,해외주식(미국),ETF,3,mid
KR0000200030,KODEX 미국S&P500산업재(합성),해외주식(미국),ETF,3,low
KR00000088N0,WON K-글로벌수급상위,해외주식,ETF,3,mid
KR00000141T0,SOL 중기종합채권(AA-이상)액티브,채권/금리,ETF,1,mid
KR0000448570,FOCUS AI코리아액티브,국내주식,ETF,2,mid
KR00000142D0,TIGER 미국AI데이터센터TOP4Plus,해외주식(미국),ETF,3,mid
KR0000123310,TIGER 인버스,파생(인버스),ETF,4,high
KR0000440650,ACE 미국달러단기채권액티브,채권/금리,ETF,1,mid
KR0000101280,KODEX 일본TOPIX100,해외주식(미국),ETF,3,low
KR00000046Y0,ACE 미국배당퀄리티,해외주식(미국),ETF,3,mid
KR0000475270,ACE 5월만기자동연장회사채AA-이상액티브,채권/금리,ETF,1,mid
KR0000204450,KODEX 차이나H레버리지(H),해외주식(미국),ETF,3,high
KR0000306950,KODEX KRX300레버리지,파생(인버스),ETF,4,high
KR0000122260,KIWOOM 통안채1년,채권/금리,ETF,1,mid
KR00000000Z0,RISE 바이오TOP10액티브,해외주식,ETF,3,mid
KR0000489290,WON 미국빌리어네어,해외주식(미국),ETF,3,mid
KR0000114470,KIWOOM 국고채3년,채권/금리,ETF,1,mid
KR0000336160,RISE 금융채액티브,채권/금리,ETF,1,mid
KR0000495750,HANARO 코리아밸류업,국내주식,ETF,2,mid
KR0000414270,ACE 글로벌자율주행액티브,해외주식(미국),ETF,3,mid
KR0000453650,KODEX 미국S&P500금융,해외주식(미국),ETF,3,low
KR0000261250,KODEX 미국달러선물레버리지,단기자금/MMF,ETF,1,high
KR00000021E0,ACE TDF2050액티브,단기자금/MMF,ETF,1,mid
KR0000475300,SOL 반도체전공정,해외주식,ETF,3,mid
KR0000437070,KODEX 아시아달러채권ESG플러스액티브,채권/금리,ETF,1,high
KR0000266370,KODEX IT,해외주식,ETF,3,mid
KR0000104530,KIWOOM 고배당,해외주식,ETF,3,mid
KR00000098Z0,FOCUS 200,국내주식,ETF,2,mid
KR0000292190,KODEX KRX300,국내주식,ETF,2,mid
KR00000104H0,KoAct 미국나스닥채권혼합50액티브,단기자금/MMF,ETF,1,mid
KR0000360140,KODEX 200롱코스닥150숏선물,해외주식,ETF,3,high
KR0000455660,ACE 미국하이일드액티브(H),채권/금리,ETF,1,mid
KR0000365040,TIGER AI코리아그로스액티브,국내주식,ETF,2,high
KR00000144M0,KODEX 미국드론UAM TOP10,해외주식(미국),ETF,3,mid
KR0000256440,ACE MSCI인도네시아(합성),해외주식(미국),ETF,3,mid
KR0000457990,PLUS 태양광&ESS,해외주식,ETF,3,mid
KR0000195930,TIGER 유로스탁스50(합성 H),해외주식(미국),ETF,3,mid
KR0000463300,RISE 중국본토CSI300,해외주식(미국),ETF,3,mid
KR00000047R0,RISE 팔란티어고정테크100,해외주식(미국),ETF,3,mid
KR00000111J0,HANARO 증권고배당TOP3플러스,해외주식,ETF,3,mid
KR00000005D0,SOL 전고체배터리&실리콘음극재,해외주식,ETF,3,mid
KR0000227540,TIGER 200 헬스케어,해외주식,ETF,3,low
KR0000375770,KODEX 탄소효율그린뉴딜,해외주식,ETF,3,mid
KR0000298340,PLUS 국채선물3년,채권/금리,ETF,1,mid
KR0000368190,HANARO Fn K-뉴딜디지털플러스,해외주식,ETF,3,mid
KR00000132K0,PLUS 테슬라위클리커버드콜채권혼합,단기자금/MMF,ETF,1,mid
KR00000013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),단기자금/MMF,ETF,1,mid
KR0000419430,KODEX 차이나2차전지MSCI(합성),해외주식(미국),ETF,3,mid
KR0000477730,KODEX 인도타타그룹,해외주식(미국),ETF,3,mid
KR0000479620,SOL 미국AI반도체칩메이커,해외주식(미국),ETF,3,mid
KR0000139320,TIGER 금은선물(H),원자재,ETF,3,high
KR0000428510,KODEX 차이나AI테크액티브,해외주식(미국),ETF,3,high
KR0000487750,BNK 온디바이스AI,해외주식,ETF,3,mid
KR0000276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),해외주식(미국),ETF,3,low
KR0000300950,KODEX 게임산업,해외주식,ETF,3,mid
KR0000363510,SOL KIS단기통안채,채권/금리,ETF,1,mid
KR0000438320,TIGER 차이나항셍테크레버리지(합성 H),해외주식(미국),ETF,3,high
KR0000491220,PLUS 200TR,국내주식,ETF,2,mid
KR0000487130,KoAct AI인프라액티브,해외주식,ETF,3,mid
KR0000418670,TIGER 글로벌AI사이버보안,해외주식(미국),ETF,3,mid
KR0000332610,PLUS 미국단기회사채(AAA~A),채권/금리,ETF,1,mid
KR00000137V0,KIWOOM 미국S&P500모멘텀,해외주식(미국),ETF,3,mid
KR0000117700,KODEX 건설,해외주식,ETF,3,mid
KR0000388280,RISE K엔터&여행레저,해외주식,ETF,3,mid
KR0000471460,KIWOOM 국고채30년액티브,채권/금리,ETF,1,mid
KR0000433880,PLUS TDF2060액티브,단기자금/MMF,ETF,1,mid
KR0000468630,KODEX iShares미국투자등급회사채액티브,채권/금리,ETF,1,high
KR0000473490,KIWOOM 글로벌AI반도체,해외주식(미국),ETF,3,mid
KR0000495940,RISE 미국AI테크액티브,해외주식(미국),ETF,3,mid
KR0000449780,KIWOOM 미국S&P500(H),해외주식(미국),ETF,3,mid
KR0000332620,PLUS 미국장기우량회사채,채권/금리,ETF,1,mid
KR0000276990,KODEX 글로벌로봇(합성),해외주식(미국),ETF,3,mid
KR0000280930,KODEX 미국러셀2000(H),해외주식(미국),ETF,3,low
KR0000196030,ACE 일본TOPIX레버리지(H),해외주식(미국),ETF,3,mid
KR0000429760,PLUS 미국S&P500,해외주식(미국),ETF,3,mid
KR0000471780,TIGER 코리아테크액티브,해외주식,ETF,3,high
KR0000287180,PLUS 미국나스닥테크,해외주식(미국),ETF,3,mid
KR00000103T0,1Q K소버린AI,해외주식,ETF,3,mid
KR00000085N0,ACE 미국10년국채액티브(H),채권/금리,ETF,1,mid
KR0000385590,ACE ESG액티브,해외주식,ETF,3,mid
KR0000475380,RISE 글로벌리얼티인컴,단기자금/MMF,ETF,1,mid
KR00000104P0,TIGER 코리아배당다우존스위클리커버드콜,해외주식,ETF,3,mid
KR0000139270,TIGER 200 금융,해외주식,ETF,3,low
KR00000023B0,PLUS 미국양자컴퓨팅TOP10,해외주식(미국),ETF,3,mid
KR0000491090,KODEX 미국테크TOP3플러스,해외주식(미국),ETF,3,mid
KR0000494840,TIGER 미국방산TOP10,해외주식(미국),ETF,3,mid
KR0000494410,PLUS 미국S&P500성장주,해외주식(미국),ETF,3,mid
KR0000432600,RISE 국채선물3년,채권/금리,ETF,1,mid
KR0000498860,RISE 코리아금융고배당,해외주식,ETF,3,mid
KR0000248270,TIGER S&P글로벌헬스케어(합성),해외주식(미국),ETF,3,low
KR0000337140,KODEX 코스피대형주,해외주식,ETF,3,low
KR0000300640,RISE 게임테마,해외주식,ETF,3,mid
KR00000112X0,마이티 200TR,국내주식,ETF,2,mid
KR0000481340,RISE 미국30년국채액티브,채권/금리,ETF,1,mid
KR0000167860,KIWOOM 국고채10년레버리지,채권/금리,ETF,1,mid
KR0000450910,SOL 코스닥150,국내주식,ETF,2,mid
KR0000245350,TIGER 유로스탁스배당30,해외주식(미국),ETF,3,mid
KR0000459560,KODEX 테슬라밸류체인FactSet,해외주식(미국),ETF,3,mid
KR0000238720,ACE 일본Nikkei225(H),해외주식(미국),ETF,3,mid
KR0000276650,RISE 글로벌테크놀로지(합성 H),해외주식(미국),ETF,3,mid
KR0000476850,KoAct 배당성장액티브,국내주식,ETF,2,mid
KR0000491830,TIGER 미국AI반도체팹리스,해외주식(미국),ETF,3,mid
KR0000140950,파워 코스피100,국내주식,ETF,2,mid
KR0000261120,TIGER 미국달러선물인버스2X,단기자금/MMF,ETF,1,high
KR00000040S0,HANARO 글로벌피지컬AI액티브,해외주식(미국),ETF,3,mid
KR0000352560,KODEX 미국부동산리츠(H),단기자금/MMF,ETF,1,mid
KR0000261140,TIGER 우선주,해외주식,ETF,3,mid
KR0000225130,ACE 골드선물 레버리지(합성 H),해외주식(미국),ETF,3,mid
KR0000493420,SOL 미국배당다우존스2호,해외주식(미국),ETF,3,mid
KR0000475070,KoAct 글로벌친환경전력인프라액티브,해외주식(미국),ETF,3,mid
KR0000438560,SOL 국고채3년,채권/금리,ETF,1,mid
KR0000152500,ACE 레버리지,파생(인버스),ETF,4,mid
KR0000437350,RISE 미국단기투자등급회사채액티브,채권/금리,ETF,1,mid
KR0000117460,KODEX 에너지화학,해외주식,ETF,3,mid
KR0000459750,RISE 글로벌주식분산액티브,해외주식(미국),ETF,3,mid
KR0000442260,마이티 다이나믹퀀트액티브,국내주식,ETF,2,mid
KR0000139220,TIGER 200 건설,해외주식,ETF,3,low
KR00000107F0,KIWOOM 미국고배당&AI테크,해외주식(미국),ETF,3,mid
KR0000277640,TIGER 코스피대형주,해외주식,ETF,3,low
KR0000236350,TIGER 인도니프티50레버리지(합성),해외주식(미국),ETF,3,high
KR0000147970,TIGER 모멘텀,해외주식,ETF,3,mid
KR0000138230,KIWOOM 미국달러선물,단기자금/MMF,ETF,1,mid
KR0000453950,TIGER TSMC파운드리밸류체인,해외주식(미국),ETF,3,mid
KR0000475310,SOL 반도체후공정,해외주식,ETF,3,mid
KR0000453010,PLUS KOFR금리,단기자금/MMF,ETF,1,mid
KR00000067Y0,TIGER 차이나AI소프트웨어,해외주식(미국),ETF,3,mid
KR0000253150,PLUS 200선물레버리지,파생(인버스),ETF,4,mid
KR00000139P0,ACE 고배당주,해외주식,ETF,3,mid
KR0000415760,SOL 차이나육성산업액티브(합성),해외주식(미국),ETF,3,mid
KR0000371450,TIGER 글로벌클라우드컴퓨팅INDXX,해외주식(미국),ETF,3,mid
KR0000253250,KIWOOM 200선물레버리지,파생(인버스),ETF,4,mid
KR0000469060,RISE 미국반도체NYSE,해외주식(미국),ETF,3,mid
KR0000326230,RISE 내수주플러스,해외주식,ETF,3,mid
KR0000459790,KIWOOM 미국성장기업30액티브,해외주식(미국),ETF,3,mid
KR0000218420,KODEX 미국S&P500에너지(합성),해외주식(미국),ETF,3,low
KR0000415340,KODEX 차이나과창판STAR50(합성),해외주식(미국),ETF,3,mid
KR00000097L0,KIWOOM 한국고배당&미국AI테크,단기자금/MMF,ETF,1,mid
KR0000289480,TIGER 200커버드콜,파생(인버스),ETF,4,low
KR0000275300,KODEX 우량주,해외주식,ETF,3,mid
KR0000448490,HANARO 32-10 국고채액티브,채권/금리,ETF,1,mid
KR0000387270,TIGER 글로벌이노베이션액티브,해외주식(미국),ETF,3,high
KR0000483240,TIGER 미국나스닥100ETF선물,해외주식(미국),ETF,3,high
KR0000469050,RISE 미국반도체NYSE(H),해외주식(미국),ETF,3,mid
KR00000138T0,RISE 미국S&P500데일리고정커버드콜,해외주식(미국),ETF,3,mid
KR0000483570,KCGI 미국S&P500 TOP10,해외주식(미국),ETF,3,mid
KR0000272570,RISE 중장기국공채액티브,채권/금리,ETF,1,mid
KR0000271060,KODEX 3대농산물선물(H),원자재,ETF,3,high
KR00000005G0,ITF K-AI반도체코어테크,해외주식,ETF,3,mid
KR0000169950,KODEX 차이나A50,해외주식(미국),ETF,3,mid
KR0000322410,HANARO K고배당,해외주식,ETF,3,mid
KR0000400570,KODEX 유럽탄소배출권선물ICE(H),해외주식(미국),ETF,3,high
KR0000445690,BNK 주주가치액티브,해외주식,ETF,3,mid
KR0000139250,TIGER 200 에너지화학,해외주식,ETF,3,low
KR0000457690,KODEX 33-06 국고채액티브,채권/금리,ETF,1,high
KR0000449690,TIGER 한중반도체(합성),해외주식(미국),ETF,3,mid
KR0000176950,KODEX 국채선물10년인버스,채권/금리,ETF,1,high
KR00000051A0,KoAct 브로드컴밸류체인액티브,해외주식(미국),ETF,3,mid
KR00000104G0,PLUS K방산레버리지,해외주식,ETF,3,mid
KR00000015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),단기자금/MMF,ETF,1,mid
KR0000130680,TIGER 원유선물Enhanced(H),원자재,ETF,3,high
KR0000195970,PLUS 선진국MSCI(합성 H),해외주식(미국),ETF,3,mid
KR0000453820,KODEX 인도Nifty50레버리지(합성),해외주식(미국),ETF,3,high
KR0000100910,KIWOOM KRX100,국내주식,ETF,2,mid
KR0000156080,KODEX MSCI Korea,국내주식,ETF,2,mid
KR0000117680,KODEX 철강,해외주식,ETF,3,mid
KR0000385520,KODEX 자율주행액티브,해외주식,ETF,3,high
KR0000269420,KODEX S&P글로벌인프라(합성),해외주식(미국),ETF,3,low
KR00000089B0,PLUS 미국나스닥100미국채혼합50,단기자금/MMF,ETF,1,mid
KR00000084E0,KIWOOM 미국대형주500월간목표헤지액티브,단기자금/MMF,ETF,1,mid
KR00000028X0,KODEX 미국금융테크액티브,해외주식(미국),ETF,3,high
KR0000489000,PLUS 일본엔화초단기국채(합성),채권/금리,ETF,1,mid
KR0000305050,ACE 코스피,국내주식,ETF,2,mid
KR00000094X0,1Q 샤오미밸류체인액티브,해외주식(미국),ETF,3,mid
KR0000282000,RISE 국고채3년선물인버스,파생(인버스),ETF,4,mid
KR0000371150,RISE 차이나항셍테크,해외주식(미국),ETF,3,mid
KR00000138Y0,PLUS 금채권혼합,단기자금/MMF,ETF,1,mid
KR0000105780,RISE 5대그룹주,해외주식,ETF,3,mid
KR00000036D0,TIMEFOLIO 미국배당다우존스액티브,해외주식(미국),ETF,3,mid
KR0000497780,KoAct 미국천연가스인프라액티브,해외주식(미국),ETF,3,mid
KR0000185680,KODEX 미국S&P바이오(합성),해외주식(미국),ETF,3,low
KR0000102960,KODEX 기계장비,해외주식,ETF,3,mid
KR0000396510,TIGER 차이나클린에너지SOLACTIVE,해외주식(미국),ETF,3,high
KR00000000H0,KODEX 인도Nifty미드캡100,해외주식,ETF,3,low
KR00000137W0,KIWOOM 미국S&P500&GOLD,해외주식(미국),ETF,3,mid
KR0000250730,RISE 차이나HSCEI(H),해외주식(미국),ETF,3,mid
KR0000277540,ACE 아시아TOP50,해외주식(미국),ETF,3,mid
KR00000047P0,RISE 테슬라고정테크100,해외주식(미국),ETF,3,mid
KR0000419650,PLUS 글로벌수소&차세대연료전지,해외주식(미국),ETF,3,mid
KR0000417450,RISE 글로벌수소경제,해외주식(미국),ETF,3,mid
KR0000474920,에셋플러스 차이나일등기업포커스10액티브,해외주식(미국),ETF,3,mid
KR0000153270,KIWOOM 코스피100,국내주식,ETF,2,mid
KR00000148J0,TIGER 코리아휴머노이드로봇산업,해외주식,ETF,3,mid
