BAS_DT,ISIN_CD,ITMS_NM,CLPR,VS,FLUC_RT,MKP,HIPR,LOPR,TR_QUANT,TR_PRC
20251229,KR7495940009,RISE 미국AI테크액티브,13220,-205,,13425,13425,13185,,104702557
20251229,KR7496020009,WON 전단채플러스액티브,51260,25,,51245,51275,51245,,269888379
20251229,KR7496080003,TIGER 코리아밸류업,17625,480,,17310,17625,17300,,7529609042
20251229,KR7496090002,KIWOOM 코리아밸류업,17590,535,,17270,17590,17270,,13428130
20251229,KR7496120007,ACE 코리아밸류업,17850,570,,17640,17855,17595,,99269787
20251229,KR7496130006,TRUSTON 코리아밸류업액티브,16120,300,,16020,16125,15950,,836830
20251229,KR7496770009,PLUS 글로벌방산,17590,-245,,17900,17990,17580,,160277824
20251229,KR7497510008,ACE 글로벌빅파마,12245,-100,,12495,12495,12225,,10971404
20251229,KR7497520007,ACE 일라이릴리밸류체인,12765,-140,,12915,12915,12740,,92836797
20251229,KR7497570002,TIGER 미국필라델피아AI반도체나스닥,15430,-60,,15495,15550,15430,,7344917348
20251229,KR7497780007,KoAct 미국천연가스인프라액티브,9290,-105,,9430,9430,9290,,198293694
20251229,KR7497880005,SOL CD금리&머니마켓액티브,50030,15,,50020,50145,50015,,4517453773
20251229,KR7498050004,HANARO 바이오코리아액티브,16040,140,,16115,16115,15830,,482824384
20251229,KR7498180009,파워 종합채권(AA-이상)액티브,97400,85,,0,0,0,,0
20251229,KR7498270008,KIWOOM 미국양자컴퓨팅,13160,-470,,13265,13265,13125,,5081923647
20251229,KR7498400001,KODEX 200타겟위클리커버드콜,13685,235,,13550,13685,13550,,73363252563
20251229,KR7498410000,KODEX 금융고배당TOP10타겟위클리커버드콜,11915,-70,,11945,12015,11735,,11084991078
20251229,KR7498610005,RISE 인도디지털성장,10335,-170,,10475,10475,10335,,15146482
20251229,KR7498860006,RISE 코리아금융고배당,15135,55,,14985,15220,14840,,811438471
20251229,KR7499150001,SOL 미국S&P500엔화노출(H),10595,-150,,10935,10935,10590,,37244029
20251229,KR7499660009,TIGER CD금리플러스액티브(합성),1000040,150,,1000035,1000040,1000035,,14413537063
20251226,KR70000D0009,TIGER 엔비디아미국채커버드콜밸런스(합성),10065,-40,,10115,10125,9995,,787312055
20251226,KR70000H0005,KODEX 인도Nifty미드캡100,11220,-150,,11385,11385,11115,,63086300
20251226,KR70000J0003,PLUS 한화그룹주,24440,-610,,25105,25210,24330,,2496966678
20251226,KR70000Y0004,HK 26-12 회사채(AA-이상)액티브,103115,10,,103115,103115,103115,,2165415
20251226,KR70000Z0003,RISE 바이오TOP10액티브,15130,540,,14785,15162,14480,,2804587781
20251226,KR70001P0004,마이티 바이오시밀러&CDMO액티브,11820,65,,11760,11820,11625,,34236105
20251226,KR70001S0001,TIGER 26-04 회사채(A+이상)액티브,50935,5,,50930,50945,50930,,357209280
20251226,KR70002C0008,에셋플러스 인도일등기업포커스20액티브,10465,-165,,10630,10630,10415,,12256495
20251226,KR70004G0002,1Q 미국배당TOP30,9080,25,,9110,9125,9005,,252592456
20251226,KR70005A0007,KODEX 미국S&P500데일리커버드콜OTM,10045,25,,10040,10100,9970,,1898847248
20251226,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),11280,-55,,11450,11450,11175,,20441177
20251226,KR70005D0004,SOL 전고체배터리&실리콘음극재,12810,-55,,12935,13020,12745,,918184304
20251226,KR70005G0001,ITF K-AI반도체코어테크,20210,350,,20030,20380,20030,,150838380
20251226,KR70007F0000,KODEX 27-12 회사채(AA-이상)액티브,10110,5,,10100,10110,10100,,303291143
20251226,KR70007G0009,PLUS 글로벌원자력밸류체인,14585,-5,,14415,14880,14415,,388760118
20251226,KR70007N0000,아이엠에셋 200,60070,545,,59805,60340,59650,,393381564
20251226,KR70008E0000,ACE 미국중심중소형제조업,11645,-85,,11820,11820,11575,,49205160
20251226,KR70008S0004,TIGER 미국배당다우존스타겟데일리커버드콜,9035,-45,,9125,9125,8960,,1354478777
20251226,KR70008T0003,SOL 화장품TOP3플러스,12035,-265,,12300,12320,12005,,2490221103
20251226,KR70010E0006,ACE FTSE WGBI Korea,95545,-335,,95655,95685,95545,,6692355
20251226,KR70013P0000,RISE 미국은행TOP10,12430,30,,12555,12570,12240,,481486366
20251226,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),10145,-90,,10275,10275,10050,,632109695
20251226,KR70015B0004,KoAct 미국나스닥성장기업액티브,14285,-5,,14315,14400,14160,,3823663201
20251226,KR70015E0001,KIWOOM 엔비디아미국30년국채혼합액티브(H),10695,-5,,10700,10710,10500,,90546048
20251226,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),11145,-15,,11040,11270,11040,,409417707
20251226,KR70015K0003,TIGER 미국소비트렌드액티브,8302,-98,,8450,8455,8302,,15049764
20251226,KR70016X0007,SOL 중단기회사채(A-이상)액티브,50665,5,,50675,50680,50660,,3360869114
20251226,KR70017Y0005,1Q 종합채권(AA-이상)액티브,98105,-210,,98175,98175,98070,,2452885
20251226,KR70018C0000,PLUS 고배당주위클리고정커버드콜,11830,-130,,11960,11960,11830,,1785188082
20251226,KR70018Z0003,RISE 미국양자컴퓨팅,16405,-245,,16480,16545,16280,,239569211
20251226,KR70019K0009,TIMEFOLIO 미국나스닥100채권혼합50액티브,11500,-60,,11560,11600,11450,,2548244179
20251226,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,19620,-290,,19840,19840,19510,,854200030
20251226,KR70021C0005,ACE 장기자산배분액티브,12585,-45,,12810,12810,12480,,108840745
20251226,KR70021D0004,ACE TDF2030액티브,11150,-70,,11305,11305,11110,,240715155
20251226,KR70021E0003,ACE TDF2050액티브,12075,-30,,12185,12185,11950,,812970031
20251226,KR70022T0005,SOL 국제금커버드콜액티브,14580,-15,,14610,14695,14410,,1974836263
20251226,KR70023A0005,SOL 미국양자컴퓨팅TOP10,27215,-430,,27020,27220,26920,,11696969974
20251226,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,17845,-385,,17735,17875,17500,,1266382447
20251226,KR70025N0008,TIGER TDF2045,11640,-30,,11770,11770,11560,,10150433948
20251226,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,10930,-130,,11060,11105,10860,,244205517
20251226,KR70026S0002,1Q 미국S&P500,12140,-65,,12225,12285,12060,,3760445510
20251226,KR70028X0003,KODEX 미국금융테크액티브,12720,105,,12750,12760,12600,,103055768
20251226,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,18305,-95,,18610,18610,18205,,1796636869
20251226,KR70036D0007,TIMEFOLIO 미국배당다우존스액티브,10470,-60,,10600,10610,10425,,1085027975
20251226,KR70036R0001,RISE 미국휴머노이드로봇,16055,-110,,16160,16320,15890,,1926507652
20251226,KR70036Z0001,RISE 미국천연가스밸류체인,10780,-120,,10895,10895,10620,,37920852
20251226,KR70038A0008,KODEX 미국휴머노이드로봇,16160,-110,,16275,16340,16050,,5713618979
20251226,KR70040S0004,HANARO 글로벌피지컬AI액티브,16280,-165,,16445,16550,16205,,266380387
20251226,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,11830,-160,,11975,12115,11730,,18119224777
20251226,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,10310,10,,10320,10330,10250,,8750804592
20251226,KR70041D0000,KODEX 미국AI소프트웨어TOP10,15625,-95,,15740,15780,15510,,696398171
20251226,KR70041E0009,KODEX 미국S&P500액티브,14125,-25,,14155,14260,13985,,1041033815
20251226,KR70043B0000,TIGER 머니마켓액티브,101230,20,,101235,101240,101225,,11784611678
20251226,KR70043Y0003,TIMEFOLIO 차이나AI테크액티브,13920,-75,,13915,14125,13810,,1124696823
20251226,KR70046A0008,TIGER 미국초단기(3개월이하)국채,10000,-70,,10045,10110,9935,,19802232574
20251226,KR70046Y0000,ACE 미국배당퀄리티,11960,0,,11960,12070,11850,,257054872
20251226,KR70047A0007,TIGER 차이나테크TOP10,12020,-115,,12155,12165,11960,,4171624282
20251226,KR70047N0002,PLUS 차이나AI테크TOP10,11375,-110,,11680,11680,11350,,43480026
20251226,KR70047P0000,RISE 테슬라고정테크100,14500,-30,,14595,14620,14355,,541569756
20251226,KR70047R0008,RISE 팔란티어고정테크100,14430,-115,,14545,14570,14340,,348409111
20251226,KR70048J0007,KODEX 미국머니마켓액티브,14460,-100,,14555,14605,14360,,15024475799
20251226,KR70048K0004,KODEX 차이나휴머노이드로봇,10615,280,,10710,10825,10505,,14101850419
20251226,KR70049K0003,ACE 미국배당퀄리티채권혼합50,10930,-20,,11055,11055,10860,,220262961
20251226,KR70049M0001,ACE 미국배당퀄리티+커버드콜액티브,11455,-25,,11540,11540,11330,,1115305450
20251226,KR70050E0007,PLUS 미국AI에이전트,9945,-190,,10135,10135,9885,,32326402
20251226,KR70051A0000,KoAct 브로드컴밸류체인액티브,16375,-45,,16435,16655,16300,,383829614
20251226,KR70051G0004,SOL 미국원자력SMR,16280,-95,,16400,16480,16165,,5396525487
20251226,KR70052D0006,TIGER 코리아배당다우존스,13375,-135,,13510,13510,13315,,5477526467
20251226,KR70052S0009,1Q 미국S&P500미국채혼합50액티브,11450,-75,,11525,11610,11370,,4631089926
20251226,KR70052T0008,1Q 중단기회사채(A-이상)액티브,49980,-10,,49985,49990,49980,,59182720
20251226,KR70053L0005,TIGER 차이나휴머노이드로봇,12720,95,,12745,12875,12625,,7088487163
20251226,KR70053M0004,더제이 중소형포커스액티브,10260,-110,,10345,10350,10215,,64634225
20251226,KR70057H0007,PLUS 미국S&P500미국채혼합50액티브,11515,-55,,11580,11625,11435,,1047011874
20251226,KR70060H0002,TIGER 토탈월드스탁액티브,11945,-30,,12060,12060,11845,,1387974271
20251226,KR70061Z0009,RISE 단기특수은행채액티브,50035,0,,50040,50045,50035,,361239910
20251226,KR70064K0003,KODEX 금액티브,13660,-20,,13710,13790,13505,,8227364324
20251226,KR70065G0008,KODEX 차이나테크TOP10,11020,10,,11010,11060,10920,,170664957
20251226,KR70066W0007,SOL 국제금,13870,-50,,13955,14115,13675,,4303513335
20251226,KR70067V0007,TIGER 차이나글로벌리더스TOP3+,11430,105,,11325,11500,11225,,138061135
20251226,KR70067Y0004,TIGER 차이나AI소프트웨어,12200,-5,,12460,12460,12060,,120692926
20251226,KR70068M0007,KODEX 미국S&P500버퍼6월액티브,11525,-125,,11695,11700,11500,,1072985
20251226,KR70069M0006,1Q 미국나스닥100,12290,-40,,12385,12435,12210,,2916496659
20251226,KR70072R0006,TIGER KRX금현물,14320,-95,,14415,14530,14192,,30607064075
20251226,KR70073X0007,FOCUS 알리바바미국채커버드콜혼합,11095,-130,,11325,11325,10995,,121137006
20251226,KR70074K0001,KoAct K수출핵심기업TOP30액티브,12210,40,,12185,12225,12160,,1711450053
20251226,KR70078V0004,PLUS 미국로보택시,12385,-95,,12465,12490,12300,,90976641
20251226,KR70079X0001,ACE BYD밸류체인액티브,12230,70,,12160,12520,12160,,36342837
20251226,KR70080G0009,KODEX K방산TOP10,9610,-225,,9840,9935,9555,,9013133731
20251226,KR70080X0008,SOL 미국S&P500미국채혼합50,11165,-55,,11220,11250,11065,,2633537595
20251226,KR70080Y0007,SOL 조선TOP3플러스레버리지,16025,-550,,16700,16905,15820,,6638818596
20251226,KR70082F0008,HANARO 유럽방산,10440,-125,,10675,10675,10370,,32188904
20251226,KR70082V0008,KODEX TDF2060액티브,11020,-30,,11050,11105,10955,,1589588505
20251226,KR70083S0002,1Q 미국메디컬AI,11795,-65,,11885,11915,11710,,1205860539
20251226,KR70084D0008,KIWOOM 미국테크100월간목표헤지액티브,10770,-55,,10885,10910,10675,,1572393975
20251226,KR70084E0007,KIWOOM 미국대형주500월간목표헤지액티브,10130,-40,,10170,10225,10080,,587084937
20251226,KR70085N0005,ACE 미국10년국채액티브(H),10180,25,,10160,10185,10155,,585475063
20251226,KR70085P0003,ACE 미국10년국채액티브,10660,-30,,10700,10740,10570,,2047272389
20251226,KR70086B0008,TIGER 리츠부동산인프라TOP10액티브,10330,-5,,10335,10337,10310,,182798218
20251226,KR70086C0007,TIGER 리츠부동산인프라10채권혼합액티브,10155,0,,10190,10190,10145,,108571902
20251226,KR70087F0003,ACE 차이나AI빅테크TOP2+액티브,10975,-40,,11295,11295,10800,,179175221
20251226,KR70088N0002,WON K-글로벌수급상위,10910,-115,,11085,11090,10865,,583758737
20251226,KR70089B0005,PLUS 미국나스닥100미국채혼합50,10880,-55,,10960,10985,10770,,2289403166
20251226,KR70089C0004,KODEX 미국S&P500변동성확대시커버드콜,11125,-25,,11135,11230,11040,,98146024
20251226,KR70089D0003,KODEX 금융고배당TOP10,10705,-105,,10810,10810,10700,,3213581356
20251226,KR70090B0002,PLUS K방산소부장,9245,-150,,9400,9440,9180,,498819939
20251226,KR70091C0000,KODEX 미국10년국채액티브(H),10050,0,,10055,10060,10040,,811910175
20251226,KR70091M0008,HANARO 27-06 회사채(AA-이상)액티브,10025,0,,10025,10025,10025,,9032525
20251226,KR70091P0005,TIGER 코리아원자력,10390,-240,,10630,10630,10350,,6964549772
20251226,KR70092B0000,SOL 한국원자력SMR,10475,-250,,10750,10750,10440,,1252060595
20251226,KR70092C0009,SOL 27-12 회사채(AA-이상)액티브,49670,-20,,49685,49685,49665,,4818160
20251226,KR70093A0000,RISE AI반도체TOP10,16670,520,,16375,16790,16305,,1651487458
20251226,KR70093B0009,RISE 엔비디아고정테크100,11360,-55,,11535,11535,11320,,71178025
20251226,KR70093D0007,KoAct 팔란티어밸류체인액티브,12815,-90,,12905,13150,12730,,1027676332
20251226,KR70094K0007,TIGER 28-04 회사채(A+이상)액티브,99395,-20,,99390,99430,99365,,1122772340
20251226,KR70094L0006,RISE 차이나테크TOP10위클리타겟커버드콜,10195,-120,,10315,10315,10110,,186129326
20251226,KR70094M0005,RISE 코리아밸류업위클리고정커버드콜,12465,100,,12505,12505,12420,,608480816
20251226,KR70094X0002,1Q 샤오미밸류체인액티브,9695,-55,,9750,9790,9635,,893228317
20251226,KR70097L0003,KIWOOM 한국고배당&미국AI테크,11005,-70,,11120,11120,10985,,1629470993
20251226,KR70098F0000,KODEX K원자력SMR,10810,-295,,11105,11105,10765,,2358517483
20251226,KR70098N0000,PLUS 자사주매입고배당주,10850,-100,,10925,10970,10820,,1948710336
20251226,KR70098Z0006,FOCUS 200,50575,425,,50485,50590,50485,,3739690
20251226,KR70099L0001,ACE 우량회사채(AA-이상)액티브,99130,15,,99115,99135,99110,,59963090
20251226,KR70100K0009,KODEX K방산TOP10레버리지,7730,-330,,8040,8250,7650,,2939895349
20251226,KR70101N0005,RISE AI전력인프라,12045,-305,,12365,12365,11995,,1531857101
20251226,KR70102A0009,TIGER 미국AI소프트웨어TOP4Plus,10940,-40,,10980,11050,10850,,956922116
20251226,KR70102X0002,ACE 유럽방산TOP10,9235,-25,,9370,9370,9145,,66573869
20251226,KR70103T0007,1Q K소버린AI,9740,-120,,9895,9915,9695,,1306797856
20251226,KR70104G0001,PLUS K방산레버리지,7745,-355,,8000,8285,7660,,572889903
20251226,KR70104H0000,KoAct 미국나스닥채권혼합50액티브,10545,-15,,10550,10580,10495,,344857992
20251226,KR70104N0002,TIGER 200타겟위클리커버드콜,12115,115,,12030,12165,12030,,4074446050
20251226,KR70104P0000,TIGER 코리아배당다우존스위클리커버드콜,10340,-135,,10485,10485,10295,,630389688
20251226,KR70105D0003,SOL 한국AI소프트웨어,10165,-165,,10340,10350,10095,,1661360408
20251226,KR70105E0002,SOL 코리아고배당,10810,-105,,10915,10925,10795,,9484387024
20251226,KR70107F0009,KIWOOM 미국고배당&AI테크,10430,-85,,10695,10695,10395,,1679460475
20251226,KR70111J0009,HANARO 증권고배당TOP3플러스,9990,-80,,10115,10125,9955,,378110485
20251226,KR70111P0001,1Q 미국나스닥100미국채혼합50액티브,10455,-60,,10515,10560,10375,,4333394115
20251226,KR70112X0000,마이티 200TR,22010,100,,22040,22135,22010,,1569630
20251226,KR70113D0003,TIMEFOLIO 글로벌탑픽액티브,9960,-25,,9990,10070,9895,,920434351
20251226,KR70113G0000,KoAct 미국바이오헬스케어액티브,10495,-120,,10770,10770,10437,,2870354855
20251226,KR70113P0009,HK 머니마켓액티브,100635,5,,100635,100635,100635,,30291135
20251226,KR70114X0008,RISE 글로벌게임테크TOP3Plus,9130,15,,9310,9310,9110,,25523850
20251226,KR70115C0002,RISE 미국고배당다우존스TOP10,10560,0,,10620,10685,10510,,454891296
20251226,KR70115D0001,KODEX K조선TOP10,9000,-215,,9255,9255,8940,,7430596669
20251226,KR70115E0000,KODEX 코리아소버린AI,10395,-100,,10495,10510,10345,,2788426204
20251226,KR70117L0009,KODEX 26-12 금융채(AA-이상)액티브,9965,-5,,9970,9970,9965,,119533560
20251226,KR70117V0007,TIGER 코리아AI전력기기TOP3플러스,11930,-255,,12185,12190,11820,,16251832643
20251226,KR70118S0001,SOL 미국넥스트테크TOP10액티브,8975,-225,,9150,9150,8905,,2663785860
20251226,KR70118Z0002,ACE 미국AI테크핵심산업액티브,8645,-115,,8760,8775,8640,,1962000860
20251226,KR70119H0003,KODEX 28-12 회사채(AA-이상)액티브,9950,25,,9930,9950,9930,,31167615
20251226,KR70120J0008,BNK 카카오그룹포커스,10135,-245,,10365,10365,10085,,229673020
20251226,KR70122W0009,RISE 26-11 회사채(AA-이상)액티브,50030,-10,,50040,50045,50025,,126259510
20251226,KR70123G0008,TIGER 미국AI전력SMR,7550,0,,7550,7610,7460,,2808849570
20251226,KR70123S0004,HANARO 26-12 은행채(AA+이상)액티브,10020,5,,10015,10020,10015,,34107575
20251226,KR70127M0006,ACE 미국대형가치주액티브,10500,5,,10495,10605,10405,,90708347
20251226,KR70127P0003,ACE 미국대형성장주액티브,10150,-50,,10200,10245,10080,,178413969
20251226,KR70127R0001,RISE 미국AI클라우드인프라,10655,-70,,10855,10855,10555,,2617549661
20251226,KR70127T0009,KIWOOM 미국S&P500&배당다우존스비중전환,10175,-65,,10240,10315,10115,,1396404452
20251226,KR70127V0005,KIWOOM 미국S&P500 TOP10&배당다우비중전환,10230,-20,,10225,10330,10125,,190866477
20251226,KR70128D0006,PLUS 차이나항셍테크위클리타겟커버드콜,9330,-60,,9345,9415,9265,,89595658
20251226,KR70131A0004,SOL 차이나소비트렌드,9470,-55,,9525,9540,9395,,770124829
20251226,KR70131V0009,1Q 미국우주항공테크,13415,-345,,13565,13565,13250,,13093467196
20251226,KR70131W0008,1Q 단기특수은행채액티브,100245,5,,100245,100250,100245,,10525775
20251226,KR70132D0000,KoAct 글로벌K컬처밸류체인액티브,9995,-135,,10365,10365,9925,,3787710427
20251226,KR70132H0006,KODEX 미국원자력SMR,10170,-140,,10310,10385,10150,,6007342274
20251226,KR70132K0001,PLUS 테슬라위클리커버드콜채권혼합,10140,-15,,10195,10195,10105,,2612630064
20251226,KR70135Y0002,ITF 중기종합채권(AA-이상)액티브,100285,-35,,100320,100320,100285,,201573200
20251226,KR70137V0003,KIWOOM 미국S&P500모멘텀,9890,-30,,9935,9975,9800,,2389563632
20251226,KR70137W0002,KIWOOM 미국S&P500&GOLD,9965,-20,,9985,10065,9870,,2226109306
20251226,KR70138D0004,RISE 동학개미,9880,-200,,10055,10095,9855,,1989374609
20251226,KR70138T0006,RISE 미국S&P500데일리고정커버드콜,9865,-25,,9890,9960,9755,,4402798768
20251226,KR70138Y0009,PLUS 금채권혼합,10170,-25,,10180,10225,10125,,4167187531
20251226,KR70139F0001,TIGER 12월자동연장금융채(AA-이상)액티브,100190,10,,100185,100200,100185,,23844780
20251226,KR70139P0009,ACE 고배당주,10990,-110,,11125,11125,10965,,6185998394
20251226,KR70141S0002,SOL 조선기자재,10030,-205,,10260,10260,9930,,3848055852
20251226,KR70141T0001,SOL 중기종합채권(AA-이상)액티브,50190,-5,,50180,50190,50180,,3562980
20251226,KR70142D0008,TIGER 미국AI데이터센터TOP4Plus,8945,-50,,8990,9030,8875,,4859488600
20251226,KR70144L0006,KODEX 미국성장커버드콜액티브,9885,-40,,9945,9972,9810,,24168659678
20251226,KR70144M0005,KODEX 미국드론UAM TOP10,10040,-140,,10125,10145,9925,,1769702254
20251226,KR7069500007,KODEX 200,59110,500,,58850,59415,58815,,474424648552
20251226,KR7069660009,KIWOOM 200,59105,490,,58810,59400,58810,,5513803250
20251226,KR7091160002,KODEX 반도체,59525,1725,,58250,59650,58240,,140770992267
20251226,KR7091170001,KODEX 은행,12760,-80,,12860,12860,12700,,8299901788
20251226,KR7091180000,KODEX 자동차,24355,-220,,24685,24725,24170,,5876078640
20251226,KR7091220004,TIGER 은행,13265,-105,,13370,13370,13210,,432859362
20251226,KR7091230003,TIGER 반도체,62355,1775,,61240,62595,61000,,32345877322
20251226,KR7099140006,KODEX 차이나H,23810,-150,,23960,23960,23650,,537557075
20251226,KR7100910009,KIWOOM KRX100,9260,125,,9230,9295,9210,,7752385
20251226,KR7101280006,KODEX 일본TOPIX100,26875,-210,,27190,27190,26600,,680677855
20251226,KR7102110004,TIGER 200,59210,530,,58920,59475,58895,,143379222763
20251226,KR7102780004,KODEX 삼성그룹,13830,120,,13785,13880,13710,,8219094666
20251226,KR7102960002,KODEX 기계장비,13385,-305,,13730,13730,13320,,327720494
20251226,KR7102970001,KODEX 증권,15175,-125,,15325,15440,15175,,22721434847
20251226,KR7104520002,KIWOOM 블루칩,11605,-75,,11735,11735,11600,,2963250
20251226,KR7104530001,KIWOOM 고배당,15675,-155,,15905,15905,15620,,567116877
20251226,KR7105010003,TIGER 라틴35,5700,-45,,5770,5770,5665,,97658750
20251226,KR7105190003,ACE 200,59460,520,,59105,59735,59105,,5128052048
20251226,KR7105780001,RISE 5대그룹주,9390,-5,,9475,9475,9375,,62763359
20251226,KR7108450008,ACE 삼성그룹섹터가중,22835,140,,22720,22960,22720,,156211614
20251226,KR7108590001,TREX 200,59185,515,,58900,59425,58900,,9004590
20251226,KR7114100001,RISE 국고채3년,108070,-30,,108060,108125,108030,,105173640
20251226,KR7114260003,KODEX 국고채3년,61760,15,,61775,61795,61745,,1414286727
20251226,KR7114460009,ACE 국고채3년,101980,-40,,101990,102020,101975,,54362795
20251226,KR7114470008,KIWOOM 국고채3년,109210,-25,,109220,109240,109200,,31453960
20251226,KR7114800006,KODEX 인버스,2505,-20,,2520,2525,2490,,106433962672
20251226,KR7114820004,TIGER 국채3년,105035,-50,,105300,105300,104910,,257931640
20251226,KR7117460006,KODEX 에너지화학,12750,-260,,13060,13060,12730,,826357080
20251226,KR7117680009,KODEX 철강,12415,-175,,12600,12630,12350,,440099370
20251226,KR7117690008,TIGER 차이나항셍30,22660,-405,,23130,23130,22445,,111481397
20251226,KR7117700005,KODEX 건설,4060,-55,,4115,4125,4040,,613093446
20251226,KR7122090004,PLUS 코스피50,42235,535,,41830,42397,41830,,540260942
20251226,KR7122260003,KIWOOM 통안채1년,105585,5,,105585,105590,105585,,30725475
20251226,KR7122630007,KODEX 레버리지,45105,735,,44735,45560,44660,,780004585965
20251226,KR7123310005,TIGER 인버스,2805,-15,,2810,2815,2785,,1183434452
20251226,KR7123320004,TIGER 레버리지,44940,730,,44495,45340,44400,,19564848037
20251226,KR7130680002,TIGER 원유선물Enhanced(H),3880,-5,,3890,3890,3870,,697982018
20251226,KR7130730005,KIWOOM 단기자금,104255,-5,,104270,104280,104240,,1784973855
20251226,KR7131890006,ACE 삼성그룹동일가중,27170,45,,27260,27355,27170,,6112825
20251226,KR7132030008,KODEX 골드선물(H),26325,210,,26180,26395,26165,,7268797085
20251226,KR7133690008,TIGER 미국나스닥100,164005,-675,,164685,165900,162915,,82589011893
20251226,KR7136340007,RISE 중기우량회사채,106205,-10,,106215,106215,106175,,186149535
20251226,KR7137610002,TIGER 농산물선물Enhanced(H),5185,25,,5190,5220,5000,,117603417
20251226,KR7138230008,KIWOOM 미국달러선물,16735,-90,,16880,16900,16600,,433695759
20251226,KR7138520002,TIGER 삼성그룹펀더멘털,18630,170,,18555,18695,18510,,861630477
20251226,KR7138530001,TIGER LG그룹+펀더멘털,8650,-160,,8860,8860,8625,,276699764
20251226,KR7138540000,TIGER 현대차그룹+펀더멘털,41660,-395,,42460,42460,41410,,2879458703
20251226,KR7138910005,KODEX 구리선물(H),9175,255,,9055,9175,9045,,4616632021
20251226,KR7138920004,KODEX 콩선물(H),11185,90,,11185,11185,11140,,17422050
20251226,KR7139220008,TIGER 200 건설,4585,-70,,4660,4660,4555,,450977081
20251226,KR7139230007,TIGER 200 중공업,13185,-395,,13620,13620,13160,,4251651629
20251226,KR7139240006,TIGER 200 철강소재,12190,-185,,12380,12435,12170,,592795860
20251226,KR7139250005,TIGER 200 에너지화학,13535,-250,,13820,13820,13480,,648162147
20251226,KR7139260004,TIGER 200 IT,54290,1030,,53910,54855,53910,,17738495883
20251226,KR7139270003,TIGER 200 금융,12765,-205,,12925,12925,12760,,806016373
20251226,KR7139280002,TIGER 경기방어,12280,-65,,12350,12350,12230,,222568390
20251226,KR7139290001,TIGER 200 경기소비재,20945,-450,,21455,21455,20875,,8798560
20251226,KR7139320006,TIGER 금은선물(H),19850,95,,19800,19945,19760,,1758280546
20251226,KR7139660005,KIWOOM 미국달러선물인버스,8085,60,,8025,8135,8010,,34938030
20251226,KR7140570003,RISE 수출주,17895,-245,,18245,18245,17880,,16414910
20251226,KR7140580002,RISE 우량업종대표주,17935,-130,,18050,18090,17915,,2050200
20251226,KR7140700006,KODEX 보험,12710,-290,,12980,13010,12710,,1000499631
20251226,KR7140710005,KODEX 운송,5885,-65,,5980,5980,5850,,818437672
20251226,KR7140950007,파워 코스피100,45300,315,,45270,45605,45270,,39815000
20251226,KR7143850006,TIGER 미국S&P500선물(H),72275,230,,72325,72425,72275,,382307085
20251226,KR7143860005,TIGER 헬스케어,46975,325,,46670,47080,46445,,4855623451
20251226,KR7144600004,KODEX 은선물(H),12800,515,,12505,12850,12500,,70352898936
20251226,KR7145670006,ACE 인버스,3140,-15,,3205,3205,3110,,37458167
20251226,KR7145850004,TREX 펀더멘탈 200,63710,620,,63625,63710,63625,,127335
20251226,KR7147970008,TIGER 모멘텀,50425,-565,,51125,51230,50425,,300541157
20251226,KR7148020001,RISE 200,59620,515,,59325,59895,59305,,30159829019
20251226,KR7148070006,KIWOOM 국고채10년,112830,-300,,113010,113015,112760,,2372575263
20251226,KR7150460004,TIGER 중국소비테마,7245,-105,,7335,7340,7225,,120832735
20251226,KR7152100004,PLUS 200,60175,520,,59865,60465,59865,,8907507923
20251226,KR7152380002,KODEX 국채선물10년,68460,-175,,68585,68585,68400,,273707045
20251226,KR7152500005,ACE 레버리지,18545,335,,18300,18685,18300,,660999449
20251226,KR7152870002,파워 200,59685,425,,59610,60040,59610,,6110750
20251226,KR7153130000,KODEX 단기채권,113450,50,,113435,113465,113435,,4544782448
20251226,KR7153270004,KIWOOM 코스피100,44680,340,,44635,44925,44600,,257276311
20251226,KR7156080004,KODEX MSCI Korea,27425,285,,27330,27560,27330,,78393765
20251226,KR7157450008,TIGER 단기통안채,110765,5,,110765,110770,110750,,2660032182
20251226,KR7157490004,TIGER 소프트웨어,9155,-135,,9345,9350,9120,,2170785673
20251226,KR7157500000,TIGER 증권,10350,-95,,10475,10525,10350,,3813252101
20251226,KR7159800002,마이티 코스피100,46150,405,,46100,46485,46100,,5559255
20251226,KR7160580007,TIGER 구리실물,15570,550,,15305,16750,15270,,8609898637
20251226,KR7161510003,PLUS 고배당주,21355,-155,,21510,21530,21325,,26672552092
20251226,KR7166400002,TIGER 200커버드콜OTM,16995,65,,17435,17435,16935,,48362380
20251226,KR7167860006,KIWOOM 국고채10년레버리지,105630,-710,,106020,106020,105630,,24436070
20251226,KR7168580009,ACE 중국본토CSI300,35265,-190,,35225,35715,35000,,860092654
